material_id,topic,target_grade,model,output_path,rewritten_snippet,word_count,sentence_count,syllables,characters_no_spaces,characters_per_word,words_per_sentence,syllables_per_word,hard_words_count,hard_words_percent,flesch_kincaid_grade,automated_readability_index,gunning_fog,coleman_liau,smog_index,linsear_write,dale_chall_raw,dale_chall_grade_equiv,forcast_grade,spache_grade,arlc,fry_syllables_per_100,fry_sentences_per_100
CAD,Cad,6,gemini-2.5-pro,outputs\CAD\gemini-2.5-pro_g6.txt,"The carotid arteries are two large blood vessels in your neck. They carry blood from your heart to your brain. A healthy brain needs this blood flow to get oxygen and nutrients.  As you get older, a sticky substance called plaque can build ",501,42,728,2350,4.69061876247505,11.928571428571429,1.4530938123752495,53,10.578842315369261,6.2086498431708,6.627100085543201,8.444083262047334,8.136926147704592,9.546486929272692,6.0,8.861151154833191,11.5,9.940476190476192,,8.300465307276852,145.30938123752495,8.383233532934131
CAD,Cad,5,gemini-2.5-pro,outputs\CAD\gemini-2.5-pro_g5.txt,"You have two large blood vessels in your neck called carotid arteries. They carry blood from your heart to your brain. When these arteries are healthy, blood flows easily to give your brain the oxygen and food it needs to work.  As you get ",469,41,662,2142,4.567164179104478,11.439024390243903,1.4115138592750534,44,9.381663113006397,5.527083051640751,5.80085547870404,7.901835768890738,7.298081023454163,9.047159751262416,5.777777777777778,8.647969426387228,11.5,9.503171247357294,,7.794495512385897,141.15138592750534,8.742004264392325
CAD,Cad,4,gemini-2.5-pro,outputs\CAD\gemini-2.5-pro_g4.txt,"You have two large blood vessels in your neck called carotid arteries. They carry blood from your heart to your brain. When these blood vessels are healthy, blood flows easily to give your brain the oxygen and food it needs.  As you get old",488,42,648,2148,4.401639344262295,11.619047619047619,1.3278688524590163,27,5.532786885245901,4.610281030444966,5.111245120999222,6.450897736143638,6.338114754098363,7.70948699238394,6.0,7.998521975019516,11.5,,,6.8171465191528755,132.78688524590163,8.60655737704918
CAD,Cad,3,gemini-2.5-pro,outputs\CAD\gemini-2.5-pro_g3.txt,"Your neck has two large tubes called carotid arteries. They carry blood from your heart to your brain. When these tubes are healthy, blood flows easily to your brain.  As you get older, a sticky stuff called plaque can build up in these tub",382,41,514,1691,4.4267015706806285,9.317073170731707,1.3455497382198953,28,7.329842931937172,3.9211454475801304,4.07830098327161,6.449342357297919,5.802094240837697,7.8500785054351265,3.666666666666667,7.7774488187970885,9.5,,,5.89537545729845,134.55497382198953,10.732984293193718
CAD,Cad,2,gemini-2.5-pro,outputs\CAD\gemini-2.5-pro_g2.txt,"You have big tubes in your neck called carotid arteries. They carry blood from your heart to your brain. Your brain needs this blood to work.  Sometimes, sticky stuff called plaque builds up in these tubes. This plaque is made of fat. It ca",325,35,407,1378,4.24,9.285714285714286,1.2523076923076923,16,4.923076923076923,2.808659340659343,3.183257142857144,5.314285714285715,4.819076923076921,6.991621456251084,3.583333333333333,7.206486813186814,9.5,,,5.171461987209077,125.23076923076924,10.76923076923077
DVT,Dvt,6,gemini-2.5-pro,outputs\DVT\gemini-2.5-pro_g6.txt,"Deep vein thrombosis, or DVT, is a serious condition where a blood clot forms in a deep vein. These veins are usually in your legs. This clot can block the blood flow in the vein, which can cause pain, swelling, and other problems.  If a pi",564,39,752,2459,4.359929078014185,14.461538461538462,1.3333333333333333,36,6.382978723404255,5.783333333333335,6.336035188216041,7.841352973267867,6.7209219858156075,8.69343788997812,7.7142857142857135,8.189306492089472,11.5,8.829787234042554,,7.927394289867405,133.33333333333331,6.914893617021277
DVT,Dvt,5,gemini-2.5-pro,outputs\DVT\gemini-2.5-pro_g5.txt,"Deep vein thrombosis, or DVT, is a serious condition where a blood clot forms in a deep vein. This usually happens in the leg. The clot can block blood from flowing properly.  Sometimes, a piece of the clot can break off and travel to the l",477,38,637,2069,4.337526205450734,12.552631578947368,1.3354297693920336,31,6.498951781970649,5.063597594615473,5.276064217146644,7.201346132627165,6.257861635220124,8.452757503120042,5.888888888888889,8.297643021074698,11.5,8.765690376569037,,7.300775793523421,133.54297693920336,7.966457023060797
DVT,Dvt,4,gemini-2.5-pro,outputs\DVT\gemini-2.5-pro_g4.txt,"Deep vein thrombosis, or DVT, is a serious health problem. It happens when a blood clot forms in a deep vein, which is a large blood vessel. This usually happens in the leg.  The blood clot can block blood from flowing like it should. If th",668,54,862,2876,4.3053892215568865,12.37037037037037,1.2904191616766467,31,4.640718562874251,4.4613905522288775,5.033568418718119,6.385273896651142,6.057784431137723,7.457515093567415,5.444444444444445,7.9611931248613885,11.5,,,6.61999669096396,129.04191616766468,8.08383233532934
DVT,Dvt,3,gemini-2.5-pro,outputs\DVT\gemini-2.5-pro_g3.txt,"A deep vein thrombosis, or DVT, is a blood clot in a vein deep inside your body. These clots usually happen in the leg. A blood clot can block blood from moving like it should.  This is a serious problem that needs a doctor's help right awa",435,36,550,1820,4.183908045977011,12.083333333333334,1.264367816091954,22,5.057471264367816,4.042040229885057,4.3178735632183916,6.396551724137932,5.337011494252874,7.594959193182577,5.875,7.4301321839080465,9.5,,,6.151919457810976,126.4367816091954,8.275862068965518
DVT,Dvt,2,gemini-2.5-pro,outputs\DVT\gemini-2.5-pro_g2.txt,"Deep vein thrombosis, or DVT, is when a blood clot forms in a deep vein. A vein is a tube that carries blood. This often happens in a leg.  The clot can block blood from moving. If the clot breaks free, it can travel to your lungs. This is ",494,47,620,2052,4.153846153846154,10.51063829787234,1.2550607287449393,17,3.4412955465587043,3.318865535360498,3.389934533551557,5.0139719183392195,4.759919028340082,6.564841395415291,3.666666666666667,7.19436612111293,9.5,,,5.173457011096188,125.50607287449394,9.51417004048583
PAD,Pad,6,gemini-2.5-pro,outputs\PAD\gemini-2.5-pro_g6.txt,"Peripheral Artery Disease, also called PAD, is a common problem with blood vessels. It happens when the blood vessels that carry blood away from your heart to other parts of your body become narrow or blocked. This usually affects the arter",523,38,722,2359,4.510516252390057,13.763157894736842,1.3804971319311663,40,7.648183556405354,6.067497735735131,6.696110496125591,8.105645567072557,7.500573613766733,8.99025400887824,7.2857142857142865,8.062862000603804,11.5,9.33078393881453,,8.184572455763384,138.04971319311662,7.265774378585086
PAD,Pad,5,gemini-2.5-pro,outputs\PAD\gemini-2.5-pro_g5.txt,"Peripheral Artery Disease, or PAD, is a problem with the blood vessels that carry blood away from your heart to other parts of your body. It usually affects the arteries that send blood to your legs and arms.  You may have heard of blocked ",489,37,659,2189,4.476482617586912,13.216216216216216,1.3476482617586911,34,6.952965235173824,5.466573813076881,6.262341236942465,7.658674625545792,7.212269938650305,8.605353355243054,7.428571428571429,7.617934344774222,9.5,8.92638036809816,,7.63252059576601,134.7648261758691,7.566462167689162
PAD,Pad,4,gemini-2.5-pro,outputs\PAD\gemini-2.5-pro_g4.txt,"Peripheral Artery Disease, or PAD, is a problem with the blood vessels that carry blood to your arms and legs. These blood vessels can become narrow or blocked. This makes it hard for blood to flow.  You may have heard of a heart attack, wh",454,36,589,1935,4.262114537444934,12.61111111111111,1.2973568281938326,23,5.066079295154185,4.637143906020558,4.950115026921196,6.630347528144886,5.819383259911891,7.695328111545312,5.875,7.426967058247675,9.5,,,6.443902547506263,129.73568281938327,7.929515418502203
PAD,Pad,3,gemini-2.5-pro,outputs\PAD\gemini-2.5-pro_g3.txt,"Peripheral Artery Disease, or PAD, is a problem with the blood vessels in your legs and arms. These vessels get narrow or blocked. This makes it hard for blood to get to your limbs.  You may have heard of blocked blood vessels in the heart.",420,39,537,1783,4.245238095238095,10.76923076923077,1.2785714285714285,19,4.523809523809524,3.6971428571428575,3.9496868131868155,5.5457875457875465,5.341904761904761,7.116496586553881,5.0,7.25346336996337,9.5,,,5.735859794939409,127.85714285714285,9.285714285714286
PAD,Pad,2,gemini-2.5-pro,outputs\PAD\gemini-2.5-pro_g2.txt,PAD is a problem with the tubes that carry blood to your arms and legs. These tubes can get narrow or blocked.  You may know that a block in the tubes to your heart is a heart attack. A block can also happen in your arms and legs. This stop,428,40,530,1752,4.093457943925234,10.7,1.2383177570093458,14,3.2710280373831773,3.195149532710282,3.200186915887855,5.1211214953271025,4.498130841121494,6.508806274219699,4.777777777777778,6.602126542056075,7.5,,,4.971596119577745,123.83177570093457,9.345794392523365
VV,Vv,6,gemini-2.5-pro,outputs\VV\gemini-2.5-pro_g6.txt,"Varicose veins are swollen, twisted veins that you can see close to the skin on your legs. They often look blue or purple. High pressure inside the leg veins is a common cause. You are also more likely to get them if other people in your fa",541,44,715,2412,4.458410351201478,12.295454545454545,1.3216266173752311,24,4.436229205175601,4.800421357755003,5.716840026886235,6.249050579734498,6.943807763401111,7.348242739294969,4.777777777777778,8.18655787262645,11.5,,,6.762305749264228,132.1626617375231,8.133086876155268
VV,Vv,5,gemini-2.5-pro,outputs\VV\gemini-2.5-pro_g5.txt,"Varicose veins are veins in your leg that look swollen, twisted, and blue. They are close to the skin. High pressure in your leg veins is a cause, and they can also run in families.  Many people have varicose veins. If you do not treat them",565,46,731,2475,4.380530973451328,12.282608695652174,1.2938053097345132,16,2.831858407079646,4.467120046171605,5.34360523278184,5.691804540207773,6.560707964601772,6.49829394308,4.666666666666667,7.878814736437091,9.5,,,6.1040283419299515,129.38053097345133,8.141592920353983
VV,Vv,4,gemini-2.5-pro,outputs\VV\gemini-2.5-pro_g4.txt,"Varicose veins are swollen, twisted veins you can see on your legs. They often look blue and stick out from the skin. High pressure in your leg veins causes them. It can also run in your family.  Many people have varicose veins. If you do n",464,44,599,2028,4.370689655172414,10.545454545454545,1.290948275862069,13,2.8017241379310347,3.755916927899687,4.428675548589343,4.735423197492163,6.080603448275863,6.234304977863048,3.6363636363636367,7.630632131661442,9.5,,,5.481612533783391,129.0948275862069,9.482758620689655
VV,Vv,3,gemini-2.5-pro,outputs\VV\gemini-2.5-pro_g3.txt,"Varicose veins are veins in your legs that look swollen and twisted. They are often blue and close to your skin. They happen when there is too much pressure in the veins. If people in your family have them, you might get them too.  Many peo",454,46,566,1927,4.244493392070485,9.869565217391305,1.2466960352422907,10,2.2026431718061676,2.970143650641642,3.4963464853476367,4.300248994445509,5.141850220264313,5.7926816847441245,3.6363636363636367,7.082307967822256,9.5,,,4.976804953115267,124.66960352422906,10.13215859030837
VV,Vv,2,gemini-2.5-pro,outputs\VV\gemini-2.5-pro_g2.txt,Varicose veins are veins in your leg that look swollen and twisted. They are close to the skin and can look blue.  High pressure in your leg veins causes them. It can also be something that runs in your family. Many people have them.  If yo,505,55,624,2117,4.192079207920792,9.181818181818182,1.2356435643564356,12,2.376237623762376,2.5715031503150314,2.90560216021602,4.068766876687668,4.578217821782179,5.79752016590682,3.333333333333333,6.999779567956796,9.5,,,4.679277644034436,123.56435643564356,10.891089108910892
